Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Gross Outlay Amount,Current Month Deficit Surplus Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-02-28,49014342,49014345,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,2,2022,1,02,28
2022-02-28,49014342,49014347,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,2,2022,1,02,28
2022-02-28,49014342,49014349,December,486737901557.54,508041030982.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,2,2022,1,02,28
2022-02-28,49014342,49014351,January,465078772247.49,346379914005.83,-118698858241.66,1,19,19,190,D,MTH,2,2.4,2022,2,2022,1,02,28
2022-02-28,49014342,49014353,February,289885743448.90,506475495504.95,216589752056.05,1,20,20,200,D,MTH,2,2.5,2022,2,2022,1,02,28
2022-02-28,49014342,49014355,Year-to-Date,1806837770281.93,2282422204739.76,475584434457.83,1,21,21,280,T,SL,2,2.6,2022,2,2022,1,02,28
2022-01-31,null,48846187,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,2,2022,1,01,31
2022-01-31,48846187,48846188,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,2,2022,1,01,31
2022-01-31,48846187,48846189,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,2,2022,1,01,31
2022-01-31,48846187,48846190,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,2,2022,1,01,31
2022-01-31,48846187,48846191,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,2,2022,1,01,31
2022-01-31,48846187,48846192,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,2,2022,1,01,31
2022-01-31,48846187,48846193,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,2,2022,1,01,31
2022-01-31,48846187,48846194,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,2,2022,1,01,31
2022-01-31,48846187,48846195,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,2,2022,1,01,31
2022-01-31,48846187,48846196,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,2,2022,1,01,31
2022-01-31,48846187,48846197,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,2,2022,1,01,31
2022-01-31,48846187,48846198,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,2,2022,1,01,31
2022-01-31,48846187,48846199,September,459523089950.15,524441691117.37,64918601167.22,1,13,13,130,D,MTH,2,1.12,2022,2,2022,1,01,31
2022-01-31,48846187,48846200,Year-to-Date,4045978858727.41,6821531996971.37,2775553138243.96,1,14,14,140,T,SL,2,1.13,2022,2,2022,1,01,31
2022-01-31,null,48846201,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,2,2022,1,01,31
2022-01-31,48846201,48846202,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,2,2022,1,01,31
2022-01-31,48846201,48846203,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,2,2022,1,01,31
2022-01-31,48846201,48846204,December,486737901557.54,508041030982.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,2,2022,1,01,31
2022-01-31,48846201,48846205,January,465078772247.49,346379914005.83,-118698858241.66,1,19,19,190,D,MTH,2,2.4,2022,2,2022,1,01,31
2022-01-31,48846201,48846206,Year-to-Date,1516952026833.03,1775946709234.81,258994682401.78,1,20,20,280,T,SL,2,2.5,2022,2,2022,1,01,31
2021-12-31,null,48688954,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,1,2021,4,12,31
2021-12-31,48688954,48688977,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,1,2021,4,12,31
2021-12-31,48688954,48688979,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,1,2021,4,12,31
2021-12-31,48688954,48688981,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,1,2021,4,12,31
2021-12-31,48688954,48688983,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,1,2021,4,12,31
2021-12-31,48688954,48688985,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,1,2021,4,12,31
2021-12-31,48688954,48688987,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,1,2021,4,12,31
2021-12-31,48688954,48688989,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,1,2021,4,12,31
2021-12-31,48688954,48688991,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,1,2021,4,12,31
2021-12-31,48688954,48688993,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,1,2021,4,12,31
2021-12-31,48688954,48688995,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,1,2021,4,12,31
2021-12-31,48688954,48688997,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,1,2021,4,12,31
2021-12-31,48688954,48689000,September,459523089950.15,524441691117.37,64918601167.22,1,13,13,130,D,MTH,2,1.12,2022,1,2021,4,12,31
2021-12-31,48688954,48689002,Year-to-Date,4045978858727.41,6821531996971.37,2775553138243.96,1,14,14,140,T,SL,2,1.13,2022,1,2021,4,12,31
2021-12-31,null,48689005,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,1,2021,4,12,31
2021-12-31,48689005,48689011,October,283927343217.40,448982710150.65,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,1,2021,4,12,31
2021-12-31,48689005,48689019,December,486737901557.54,508041030982.77,21303129425.23,1,18,18,180,D,MTH,2,2.3,2022,1,2021,4,12,31
2021-12-31,48689005,48689025,Year-to-Date,1051873254585.54,1429566795228.98,377693540643.44,1,19,19,280,T,SL,2,2.4,2022,1,2021,4,12,31
2021-12-31,48689005,48689015,November,281208009810.60,472543054095.56,191335044284.96,1,17,17,170,D,MTH,2,2.2,2022,1,2021,4,12,31
2021-11-30,null,48553816,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,1,2021,4,11,30
2021-11-30,48553816,48553841,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,1,2021,4,11,30
2021-11-30,48553816,48553843,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,1,2021,4,11,30
2021-11-30,48553816,48553845,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,1,2021,4,11,30
2021-11-30,48553816,48553847,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,1,2021,4,11,30
2021-11-30,48553816,48553849,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,1,2021,4,11,30
2021-11-30,48553816,48553851,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,1,2021,4,11,30
2021-11-30,48553816,48553853,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,1,2021,4,11,30
2021-11-30,48553816,48553855,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,1,2021,4,11,30
2021-11-30,48553816,48553857,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,1,2021,4,11,30
2021-11-30,48553816,48553859,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,1,2021,4,11,30
2021-11-30,48553816,48553861,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,1,2021,4,11,30
2021-11-30,48553816,48553863,September,459523089950.15,521138372523.77,61615282573.62,1,13,13,130,D,MTH,2,1.12,2022,1,2021,4,11,30
2021-11-30,48553816,48553865,Year-to-Date,4045978858727.41,6818228678377.77,2772249819650.36,1,14,14,140,T,SL,2,1.13,2022,1,2021,4,11,30
2021-11-30,null,48553868,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,1,2021,4,11,30
2021-11-30,48553868,48553871,October,283927361222.57,448982728155.82,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,1,2021,4,11,30
2021-11-30,48553868,48553873,November,281208031829.82,472543072351.79,191335040521.97,1,17,17,170,D,MTH,2,2.2,2022,1,2021,4,11,30
2021-11-30,48553868,48553875,Year-to-Date,565135393052.39,921525800507.61,356390407455.22,1,18,18,280,T,SL,2,2.3,2022,1,2021,4,11,30
2021-10-31,48435581,48435588,March,267614341015.01,927217052172.46,659602711157.45,1,7,7,70,D,MTH,2,1.6,2022,1,2021,4,10,31
2021-10-31,48435581,48435589,April,439186195312.48,664765663442.54,225579468130.06,1,8,8,80,D,MTH,2,1.7,2022,1,2021,4,10,31
2021-10-31,48435581,48435591,May,463744888353.77,595698107673.62,131953219319.85,1,9,9,90,D,MTH,2,1.8,2022,1,2021,4,10,31
2021-10-31,48435581,48435592,June,449198666484.73,623359216746.89,174160550262.16,1,10,10,100,D,MTH,2,1.9,2022,1,2021,4,10,31
2021-10-31,48435581,48435595,July,261999699619.61,564050187963.11,302050488343.50,1,11,11,110,D,MTH,2,1.10,2022,1,2021,4,10,31
2021-10-31,48435581,48435597,August,268378082897.79,439012666705.83,170634583808.04,1,12,12,120,D,MTH,2,1.11,2022,1,2021,4,10,31
2021-10-31,48435581,48435599,September,459523089950.15,521138372523.77,61615282573.62,1,13,13,130,D,MTH,2,1.12,2022,1,2021,4,10,31
2021-10-31,48435581,48435600,Year-to-Date,4045978858727.41,6818228678377.77,2772249819650.36,1,14,14,140,T,SL,2,1.13,2022,1,2021,4,10,31
2021-10-31,48435604,48435607,October,283927361222.57,448982728155.82,165055366933.25,1,16,16,160,D,MTH,2,2.1,2022,1,2021,4,10,31
2021-10-31,48435604,48435610,Year-to-Date,283927361222.57,448982728155.82,165055366933.25,1,17,17,280,T,SL,2,2.2,2022,1,2021,4,10,31
2021-10-31,null,48435581,FY 2021,null,null,null,1,1,1,10,S,SL,1,1,2022,1,2021,4,10,31
2021-10-31,48435581,48435583,October,237697420371.31,521767957544.15,284070537172.84,1,2,2,20,D,MTH,2,1.1,2022,1,2021,4,10,31
2021-10-31,48435581,48435584,November,219552595588.10,364818859117.95,145266263529.85,1,3,3,30,D,MTH,2,1.2,2022,1,2021,4,10,31
2021-10-31,48435581,48435585,December,346119228396.91,489681512833.69,143562284436.78,1,4,4,40,D,MTH,2,1.3,2022,1,2021,4,10,31
2021-10-31,48435581,48435586,January,384650593961.37,547483083428.91,162832489467.54,1,5,5,50,D,MTH,2,1.4,2022,1,2021,4,10,31
2021-10-31,48435581,48435587,February,248314056776.18,559235998224.85,310921941448.67,1,6,6,60,D,MTH,2,1.5,2022,1,2021,4,10,31
2021-10-31,null,48435604,FY 2022,null,null,null,1,15,15,150,S,SL,1,2,2022,1,2021,4,10,31
2021-09-30,null,48213714,FY 2020,null,null,null,1,1,1,10,S,SL,1,1,2021,4,2021,3,09,30
2021-09-30,48213714,48213723,October,245520982120.90,379988361130.71,134467379009.81,1,2,2,20,D,MTH,2,1.1,2021,4,2021,3,09,30
2021-09-30,48213714,48213725,November,225185415497.28,434023709954.02,208838294456.74,1,3,3,30,D,MTH,2,1.2,2021,4,2021,3,09,30
2021-09-30,48213714,48213727,December,335805401484.89,349091277973.68,13285876488.79,1,4,4,40,D,MTH,2,1.3,2021,4,2021,3,09,30
2021-09-30,48213714,48213729,January,372287913768.70,404882870789.11,32594957020.41,1,5,5,50,D,MTH,2,1.4,2021,4,2021,3,09,30
2021-09-30,48213714,48213731,February,187950539650.05,423228905223.49,235278365573.44,1,6,6,60,D,MTH,2,1.5,2021,4,2021,3,09,30
2021-09-30,48213714,48213734,March,236766231531.80,355754063237.51,118987831705.71,1,7,7,70,D,MTH,2,1.6,2021,4,2021,3,09,30
2021-09-30,48213714,48213737,April,241863008315.92,979885188729.59,738022180413.67,1,8,8,80,D,MTH,2,1.7,2021,4,2021,3,09,30
2021-09-30,48213714,48213741,May,173860556938.57,572614424728.25,398753867789.68,1,9,9,90,D,MTH,2,1.8,2021,4,2021,3,09,30
2021-09-30,48213714,48213743,June,240828668352.71,1104902736844.42,864074068491.71,1,10,10,100,D,MTH,2,1.9,2021,4,2021,3,09,30
2021-09-30,48213714,48213746,July,563495663140.69,626487389535.23,62991726394.54,1,11,11,110,D,MTH,2,1.10,2021,4,2021,3,09,30
2021-09-30,48213714,48213748,August,223221278151.58,423233421276.19,200012143124.61,1,12,12,120,D,MTH,2,1.11,2021,4,2021,3,09,30
2021-09-30,48213714,48213752,September,373171331111.25,497781886285.44,124610555174.19,1,13,13,130,D,MTH,2,1.12,2021,4,2021,3,09,30
2021-09-30,48213714,48213754,Year-to-Date,3419956990064.34,6551874235707.64,3131917245643.30,1,14,14,140,T,SL,2,1.13,2021,4,2021,3,09,30
2021-09-30,null,48213761,FY 2021,null,null,null,1,15,15,150,S,SL,1,2,2021,4,2021,3,09,30
2021-09-30,48213761,48213769,October,237697420371.31,521767957544.15,284070537172.84,1,16,16,160,D,MTH,2,2.1,2021,4,2021,3,09,30
2021-09-30,48213761,48213773,November,219552595588.10,364818859117.95,145266263529.85,1,17,17,170,D,MTH,2,2.2,2021,4,2021,3,09,30
2021-09-30,48213761,48213776,December,346119228396.91,489681512833.69,143562284436.78,1,18,18,180,D,MTH,2,2.3,2021,4,2021,3,09,30
2021-09-30,48213761,48213779,January,384650593961.37,547483083428.91,162832489467.54,1,19,19,190,D,MTH,2,2.4,2021,4,2021,3,09,30
2021-09-30,48213761,48213782,February,248314056776.18,559235998224.85,310921941448.67,1,20,20,200,D,MTH,2,2.5,2021,4,2021,3,09,30
2021-09-30,48213761,48213785,March,267614341015.01,927217052172.46,659602711157.45,1,21,21,210,D,MTH,2,2.6,2021,4,2021,3,09,30
2021-09-30,48213761,48213788,April,439186195312.48,664765663442.54,225579468130.06,1,22,22,220,D,MTH,2,2.7,2021,4,2021,3,09,30
2021-09-30,48213761,48213791,May,463744888353.77,595698107673.62,131953219319.85,1,23,23,230,D,MTH,2,2.8,2021,4,2021,3,09,30
2021-09-30,48213761,48213794,June,449198666484.73,623359216746.89,174160550262.16,1,24,24,240,D,MTH,2,2.9,2021,4,2021,3,09,30
2021-09-30,48213761,48213797,July,261999699619.61,564050187963.11,302050488343.50,1,25,25,250,D,MTH,2,2.10,2021,4,2021,3,09,30
2021-09-30,48213761,48213800,August,268378082897.79,439012666705.83,170634583808.04,1,26,26,260,D,MTH,2,2.11,2021,4,2021,3,09,30
2021-09-30,48213761,48213803,September,459523089950.15,521067341162.83,61544251212.68,1,27,27,270,D,MTH,2,2.12,2021,4,2021,3,09,30
2021-09-30,48213761,48213805,Year-to-Date,4045978858727.41,6818157647016.83,2772178788289.42,1,28,28,280,T,SL,2,2.13,2021,4,2021,3,09,30
2021-08-31,null,47895183,FY 2020,null,null,null,1,1,1,10,S,SL,1,1,2021,4,2021,3,08,31
2021-08-31,47895183,47895193,December,335805401484.89,349091277973.68,13285876488.79,1,4,4,40,D,MTH,2,1.3,2021,4,2021,3,08,31
2021-08-31,47895183,47895195,January,372287913768.70,404882870789.11,32594957020.41,1,5,5,50,D,MTH,2,1.4,2021,4,2021,3,08,31
2021-08-31,47895183,47895198,February,187950539650.05,423228905223.49,235278365573.44,1,6,6,60,D,MTH,2,1.5,2021,4,2021,3,08,31
2021-08-31,47895183,47895200,March,236766231531.80,355754063237.51,118987831705.71,1,7,7,70,D,MTH,2,1.6,2021,4,2021,3,08,31
2021-08-31,47895183,47895203,April,241863008315.92,979885188729.59,738022180413.67,1,8,8,80,D,MTH,2,1.7,2021,4,2021,3,08,31
2021-08-31,47895183,47895205,May,173860556938.57,572614424728.25,398753867789.68,1,9,9,90,D,MTH,2,1.8,2021,4,2021,3,08,31
2021-08-31,47895183,47895208,June,240828668352.71,1104902736844.42,864074068491.71,1,10,10,100,D,MTH,2,1.9,2021,4,2021,3,08,31
2021-08-31,47895183,47895210,July,563495663140.69,626487389535.23,62991726394.54,1,11,11,110,D,MTH,2,1.10,2021,4,2021,3,08,31
2021-08-31,47895183,47895213,August,223221278151.58,423233421276.19,200012143124.61,1,12,12,120,D,MTH,2,1.11,2021,4,2021,3,08,31
2021-08-31,47895183,47895215,September,373171331111.25,497781886285.44,124610555174.19,1,13,13,130,D,MTH,2,1.12,2021,4,2021,3,08,31
2021-08-31,47895183,47895218,Year-to-Date,3419956990064.34,6551874235707.64,3131917245643.30,1,14,14,140,T,SL,2,1.13,2021,4,2021,3,08,31
2021-08-31,null,47895223,FY 2021,null,null,null,1,15,15,150,S,SL,1,2,2021,4,2021,3,08,31
2021-08-31,47895223,47895227,October,237697420371.31,521767957544.15,284070537172.84,1,16,16,160,D,MTH,2,2.1,2021,4,2021,3,08,31
2021-08-31,47895223,47895229,November,219552595588.10,364818859117.95,145266263529.85,1,17,17,170,D,MTH,2,2.2,2021,4,2021,3,08,31
2021-08-31,47895223,47895232,December,346119228396.91,489681512833.69,143562284436.78,1,18,18,180,D,MTH,2,2.3,2021,4,2021,3,08,31
2021-08-31,47895223,47895234,January,384650593961.37,547483083428.91,162832489467.54,1,19,19,190,D,MTH,2,2.4,2021,4,2021,3,08,31
2021-08-31,47895223,47895237,February,248314056776.18,559235998224.85,310921941448.67,1,20,20,200,D,MTH,2,2.5,2021,4,2021,3,08,31
2021-08-31,47895223,47895239,March,267614341015.01,927217052172.46,659602711157.45,1,21,21,210,D,MTH,2,2.6,2021,4,2021,3,08,31
2021-08-31,47895223,47895242,April,439186195312.48,664765663442.54,225579468130.06,1,22,22,220,D,MTH,2,2.7,2021,4,2021,3,08,31
2021-08-31,47895223,47895244,May,463744888353.77,595698107673.62,131953219319.85,1,23,23,230,D,MTH,2,2.8,2021,4,2021,3,08,31
2021-08-31,47895223,47895249,June,449198666484.73,623359216746.89,174160550262.16,1,24,24,240,D,MTH,2,2.9,2021,4,2021,3,08,31
2021-08-31,47895223,47895251,July,261999699619.61,564050187963.11,302050488343.50,1,25,25,250,D,MTH,2,2.10,2021,4,2021,3,08,31
2021-08-31,47895223,47895254,August,268378082897.79,439012736559.66,170634653661.87,1,26,26,260,D,MTH,2,2.11,2021,4,2021,3,08,31
2021-08-31,47895223,47895256,Year-to-Date,3586455768777.26,6297090375707.83,2710634606930.57,1,27,27,280,T,SL,2,2.12,2021,4,2021,3,08,31
2021-08-31,47895183,47895188,October,245520982120.90,379988361130.71,134467379009.81,1,2,2,20,D,MTH,2,1.1,2021,4,2021,3,08,31
2021-08-31,47895183,47895190,November,225185415497.28,434023709954.02,208838294456.74,1,3,3,30,D,MTH,2,1.2,2021,4,2021,3,08,31
2021-07-31,null,47701962,FY 2020,null,null,null,1,1,1,10,S,SL,1,1,2021,4,2021,3,07,31
2021-07-31,47701962,47701976,October,245520982120.90,379988361130.71,134467379009.81,1,2,2,20,D,MTH,2,1.1,2021,4,2021,3,07,31
2021-07-31,47701962,47701978,November,225185415497.28,434023709954.02,208838294456.74,1,3,3,30,D,MTH,2,1.2,2021,4,2021,3,07,31
2021-07-31,47701962,47701984,December,335805401484.89,349091277973.68,13285876488.79,1,4,4,40,D,MTH,2,1.3,2021,4,2021,3,07,31
2021-07-31,47701962,47701986,January,372287913768.70,404882870789.11,32594957020.41,1,5,5,50,D,MTH,2,1.4,2021,4,2021,3,07,31
2021-07-31,47701962,47701992,February,187950539650.05,423228905223.49,235278365573.44,1,6,6,60,D,MTH,2,1.5,2021,4,2021,3,07,31
2021-07-31,47701962,47701994,March,236766231531.80,355754063237.51,118987831705.71,1,7,7,70,D,MTH,2,1.6,2021,4,2021,3,07,31
2021-07-31,47701962,47702000,April,241863008315.92,979885188729.59,738022180413.67,1,8,8,80,D,MTH,2,1.7,2021,4,2021,3,07,31
2021-07-31,47701962,47702002,May,173860556938.57,572614424728.25,398753867789.68,1,9,9,90,D,MTH,2,1.8,2021,4,2021,3,07,31
2021-07-31,47701962,47702008,June,240828668352.71,1104902736844.42,864074068491.71,1,10,10,100,D,MTH,2,1.9,2021,4,2021,3,07,31
2021-07-31,47701962,47702010,July,563495663140.69,626487389535.23,62991726394.54,1,11,11,110,D,MTH,2,1.10,2021,4,2021,3,07,31
2021-07-31,47701962,47702016,August,223221278151.58,423233421276.19,200012143124.61,1,12,12,120,D,MTH,2,1.11,2021,4,2021,3,07,31
2021-07-31,47701962,47702018,September,373171331111.25,497781886285.44,124610555174.19,1,13,13,130,D,MTH,2,1.12,2021,4,2021,3,07,31
2021-07-31,47701962,47702026,Year-to-Date,3419956990064.34,6551874235707.64,3131917245643.30,1,14,14,140,T,SL,2,1.13,2021,4,2021,3,07,31
2021-07-31,null,47702035,FY 2021,null,null,null,1,15,15,150,S,SL,1,2,2021,4,2021,3,07,31
2021-07-31,47702035,47702037,October,237697420371.31,521767957544.15,284070537172.84,1,16,16,160,D,MTH,2,2.1,2021,4,2021,3,07,31
2021-07-31,47702035,47702043,November,219552595588.10,364818859117.95,145266263529.85,1,17,17,170,D,MTH,2,2.2,2021,4,2021,3,07,31
2021-07-31,47702035,47702045,December,346119228396.91,489681512833.69,143562284436.78,1,18,18,180,D,MTH,2,2.3,2021,4,2021,3,07,31
2021-07-31,47702035,47702051,January,384650593961.37,547483083428.91,162832489467.54,1,19,19,190,D,MTH,2,2.4,2021,4,2021,3,07,31
2021-07-31,47702035,47702053,February,248314056776.18,559235998224.85,310921941448.67,1,20,20,200,D,MTH,2,2.5,2021,4,2021,3,07,31
2021-07-31,47702035,47702059,March,267614341015.01,927217052172.46,659602711157.45,1,21,21,210,D,MTH,2,2.6,2021,4,2021,3,07,31
2021-07-31,47702035,47702061,April,439186195312.48,664765663442.54,225579468130.06,1,22,22,220,D,MTH,2,2.7,2021,4,2021,3,07,31
2021-07-31,47702035,47702067,May,463744888353.77,595698107673.62,131953219319.85,1,23,23,230,D,MTH,2,2.8,2021,4,2021,3,07,31
2021-07-31,47702035,47702069,June,449198666484.73,623359216746.89,174160550262.16,1,24,24,240,D,MTH,2,2.9,2021,4,2021,3,07,31
2021-07-31,47702035,47702075,July,261999699619.61,564050187963.11,302050488343.50,1,25,25,250,D,MTH,2,2.10,2021,4,2021,3,07,31
2021-07-31,47702035,47702077,Year-to-Date,3318077685879.47,5858077639148.17,2539999953268.70,1,26,26,280,T,SL,2,2.11,2021,4,2021,3,07,31
2021-06-30,null,47490852,FY 2020,null,null,null,1,1,1,10,S,SL,1,1,2021,3,2021,2,06,30
2021-06-30,47490852,47490870,March,236766231531.80,355754063237.51,118987831705.71,1,7,7,70,D,MTH,2,1.6,2021,3,2021,2,06,30
2021-06-30,47490852,47490872,April,241863008315.92,979885188729.59,738022180413.67,1,8,8,80,D,MTH,2,1.7,2021,3,2021,2,06,30
2021-06-30,47490852,47490874,May,173860556938.57,572614424728.25,398753867789.68,1,9,9,90,D,MTH,2,1.8,2021,3,2021,2,06,30
2021-06-30,47490852,47490876,June,240828668352.71,1104902736844.42,864074068491.71,1,10,10,100,D,MTH,2,1.9,2021,3,2021,2,06,30
2021-06-30,47490852,47490878,July,563495663140.69,626487389535.23,62991726394.54,1,11,11,110,D,MTH,2,1.10,2021,3,2021,2,06,30
2021-06-30,47490852,47490880,August,223221278151.58,423233421276.19,200012143124.61,1,12,12,120,D,MTH,2,1.11,2021,3,2021,2,06,30
2021-06-30,47490852,47490882,September,373171331111.25,497781886285.44,124610555174.19,1,13,13,130,D,MTH,2,1.12,2021,3,2021,2,06,30
2021-06-30,47490852,47490884,Year-to-Date,3419956990064.34,6551874235707.64,3131917245643.30,1,14,14,140,T,SL,2,1.13,2021,3,2021,2,06,30
2021-06-30,null,47490887,FY 2021,null,null,null,1,15,15,150,S,SL,1,2,2021,3,2021,2,06,30
2021-06-30,47490887,47490890,October,237697420371.31,521767957544.15,284070537172.84,1,16,16,160,D,MTH,2,2.1,2021,3,2021,2,06,30
2021-06-30,47490887,47490892,November,219552595588.10,364818859117.95,145266263529.85,1,17,17,170,D,MTH,2,2.2,2021,3,2021,2,06,30
2021-06-30,47490887,47490894,December,346119228396.91,489681512833.69,143562284436.78,1,18,18,180,D,MTH,2,2.3,2021,3,2021,2,06,30
2021-06-30,47490887,47490896,January,384650593961.37,547483083428.91,162832489467.54,1,19,19,190,D,MTH,2,2.4,2021,3,2021,2,06,30
2021-06-30,47490887,47490898,February,248314056776.18,559235998224.85,310921941448.67,1,20,20,200,D,MTH,2,2.5,2021,3,2021,2,06,30
2021-06-30,47490887,47490900,March,267614341015.01,927217052172.46,659602711157.45,1,21,21,210,D,MTH,2,2.6,2021,3,2021,2,06,30
2021-06-30,47490887,47490902,April,439186195312.48,664765663442.54,225579468130.06,1,22,22,220,D,MTH,2,2.7,2021,3,2021,2,06,30
2021-06-30,47490887,47490904,May,463744888353.77,595698107673.62,131953219319.85,1,23,23,230,D,MTH,2,2.8,2021,3,2021,2,06,30
2021-06-30,47490852,47490860,October,245520982120.90,379988361130.71,134467379009.81,1,2,2,20,D,MTH,2,1.1,2021,3,2021,2,06,30
2021-06-30,47490852,47490862,November,225185415497.28,434023709954.02,208838294456.74,1,3,3,30,D,MTH,2,1.2,2021,3,2021,2,06,30
2021-06-30,47490852,47490864,December,335805401484.89,349091277973.68,13285876488.79,1,4,4,40,D,MTH,2,1.3,2021,3,2021,2,06,30
2021-06-30,47490852,47490866,January,372287913768.70,404882870789.11,32594957020.41,1,5,5,50,D,MTH,2,1.4,2021,3,2021,2,06,30
2021-06-30,47490852,47490868,February,187950539650.05,423228905223.49,235278365573.44,1,6,6,60,D,MTH,2,1.5,2021,3,2021,2,06,30
2021-06-30,47490887,47490906,June,449198666484.73,623359216746.89,174160550262.16,1,24,24,240,D,MTH,2,2.9,2021,3,2021,2,06,30
2021-06-30,47490887,47490908,Year-to-Date,3056077986259.86,5294027451185.06,2237949464925.20,1,25,25,280,T,SL,2,2.10,2021,3,2021,2,06,30
2021-05-31,47005161,47005197,January,372287913768.70,404882870789.11,32594957020.41,1,5,5,50,D,MTH,2,1.4,2021,3,2021,2,05,31
2021-05-31,47005161,47005209,February,187950539650.05,423228905223.49,235278365573.44,1,6,6,60,D,MTH,2,1.5,2021,3,2021,2,05,31
2021-05-31,47005161,47005221,March,236766231531.80,355754063237.51,118987831705.71,1,7,7,70,D,MTH,2,1.6,2021,3,2021,2,05,31
2021-05-31,47005161,47005233,April,241863008315.92,979885188729.59,738022180413.67,1,8,8,80,D,MTH,2,1.7,2021,3,2021,2,05,31
2021-05-31,47005161,47005243,May,173860556938.57,572614424728.25,398753867789.68,1,9,9,90,D,MTH,2,1.8,2021,3,2021,2,05,31
2021-05-31,47005161,47005252,June,240828668352.71,1104902736844.42,864074068491.71,1,10,10,100,D,MTH,2,1.9,2021,3,2021,2,05,31
2021-05-31,47005161,47005260,July,563495663140.69,626487389535.23,62991726394.54,1,11,11,110,D,MTH,2,1.10,2021,3,2021,2,05,31
